timestamp,sleep_hours,screen_time_before_sleep,notifications_night,heart_rate,steps_today,sleep_score,deep_sleep_hours,night_phone_usage,sleep_interruption,wake_time,noise_level,ambient_light_level
2024-11-10,7.8,17,9,58.5,6408,86.1,1.9,32.1,1,7.17,4,2
2024-11-11,7.3,19,2,61.0,8304,83.8,2.5,17.8,2,6.1,1,2
2024-11-12,7.5,24,6,66.5,9389,85.6,3.0,32.4,1,7.52,2,4
2024-11-13,7.1,10,11,59.4,6511,77.7,2.3,28.8,1,8.55,5,4
2024-11-14,7.4,10,6,82.0,15374,79.7,2.7,28.6,0,6.07,1,3
2024-11-15,7.2,10,15,73.7,8364,75.8,2.0,40.8,2,5.75,6,2
2024-11-16,7.3,19,7,73.2,8303,80.7,2.4,3.2,2,6.84,1,0
2024-11-17,7.5,23,9,55.3,5420,81.3,2.5,12.9,0,7.4,5,5
2024-11-18,6.9,25,5,51.1,5114,75.0,1.1,46.4,1,6.63,2,2
2024-11-19,8.1,32,6,57.2,4433,90.2,1.9,16.1,1,5.86,1,5
2024-11-20,6.9,17,15,67.8,10742,72.6,2.6,0.0,1,6.61,2,3
2024-11-21,6.8,32,10,65.0,10424,74.5,2.2,17.0,2,7.18,4,6
2024-11-22,7.7,10,7,57.7,7997,86.4,1.5,22.0,2,6.37,3,4
2024-11-23,7.6,10,8,50.0,5570,81.5,0.9,0.0,1,7.19,5,0
2024-11-24,7.5,21,4,57.8,7444,84.8,1.9,40.0,1,7.63,6,1
2024-11-25,7.5,24,14,60.8,10842,80.4,2.1,9.3,2,6.89,1,2
2024-11-26,7.2,10,11,60.3,6991,79.5,1.7,24.9,2,6.68,0,1
2024-11-27,6.9,15,10,62.0,6195,75.9,2.2,16.6,1,7.36,0,2
2024-11-28,7.3,10,10,58.0,7237,79.6,2.4,0.7,0,6.02,1,0
2024-11-29,7.0,10,16,76.7,7414,71.7,2.4,3.9,1,5.94,5,3
2024-11-30,7.6,23,8,66.8,9476,86.0,0.9,6.0,2,6.49,4,3
2024-12-01,7.2,24,8,70.7,3585,79.1,1.4,36.3,0,6.31,2,1
2024-12-02,6.9,26,9,67.3,8338,76.3,1.9,17.8,1,6.06,3,6
2024-12-03,7.1,14,9,55.1,6606,77.2,2.4,12.2,1,8.16,6,3
2024-12-04,7.4,10,8,68.1,6928,83.4,2.3,6.0,1,8.44,7,1
2024-12-05,7.0,10,11,74.3,9508,75.4,2.3,37.9,0,6.42,4,0
2024-12-06,6.9,30,7,75.9,5396,74.6,1.9,42.0,1,6.77,0,3
2024-12-07,7.3,18,13,67.7,8359,79.7,1.9,37.8,2,6.55,4,2
2024-12-08,7.3,20,10,63.3,8962,81.4,1.7,27.4,1,7.59,5,4
2024-12-09,7.0,10,11,64.8,9159,78.4,2.5,24.3,2,7.74,3,2
2024-12-10,7.1,10,7,68.4,9413,79.3,1.6,1.8,0,5.28,4,0
2024-12-11,7.3,32,11,51.8,9143,76.5,2.5,16.3,2,7.08,4,6
2024-12-12,6.7,11,9,71.2,9438,72.9,2.2,9.7,1,5.65,1,3
2024-12-13,6.7,10,11,63.2,6238,73.2,2.1,0.0,1,8.11,1,2
2024-12-14,7.0,30,12,80.7,10731,71.2,1.8,35.9,1,7.05,2,3
2024-12-15,7.2,10,7,62.1,5630,80.9,1.4,9.6,2,6.04,5,3
2024-12-16,7.4,31,6,64.6,8740,83.7,1.8,37.9,0,6.51,1,0
2024-12-17,7.8,15,2,61.9,6638,90.9,1.9,33.2,0,6.47,4,3
2024-12-18,7.6,20,9,57.3,4564,82.7,0.9,28.4,1,7.12,4,2
2024-12-19,7.2,10,6,67.3,6859,81.5,2.0,29.2,0,7.53,6,3
2024-12-20,7.2,36,7,66.3,7763,80.7,2.6,10.8,0,5.78,3,1
2024-12-21,6.8,23,4,73.0,10773,76.3,2.4,47.9,1,8.17,0,1
2024-12-22,7.2,10,9,68.9,11639,80.2,1.9,20.6,0,7.98,4,5
2024-12-23,7.1,16,8,65.7,7740,80.2,2.1,24.5,0,6.0,7,5
2024-12-24,7.4,10,10,57.5,5221,80.3,1.8,10.3,1,6.76,4,0
2024-12-25,6.9,25,11,60.0,5387,74.1,2.2,6.0,2,8.07,1,5
2024-12-26,7.4,10,9,74.4,9543,81.4,2.9,27.2,0,7.69,1,2
2024-12-27,7.8,10,2,61.4,9416,91.3,2.6,23.3,0,6.43,1,1
2024-12-28,7.2,10,9,78.6,6785,76.8,2.4,8.2,0,7.35,7,1
2024-12-29,7.4,31,7,57.3,5651,80.8,1.9,0.0,0,9.1,2,1
2024-12-30,7.5,10,8,77.8,9984,81.5,2.5,1.0,1,6.78,2,1
2024-12-31,7.1,45,11,58.1,5544,75.0,1.3,37.9,2,6.19,3,0
2025-01-01,7.3,10,6,60.4,7111,82.6,2.0,10.8,2,6.84,2,0
2025-01-02,7.2,10,7,66.9,8946,81.9,2.4,14.9,0,6.9,6,1
2025-01-03,7.3,10,11,70.7,3998,79.4,2.5,41.8,0,6.28,1,3
2025-01-04,6.9,41,11,70.2,9906,73.6,2.4,3.2,1,7.05,5,3
2025-01-05,7.2,10,12,50.4,12760,75.6,2.2,9.1,2,5.7,3,4
2025-01-06,7.4,10,9,58.9,8227,82.0,2.0,8.5,1,6.17,5,2
2025-01-07,7.8,10,8,53.0,7930,85.0,2.4,44.3,1,7.31,6,0
2025-01-08,7.6,16,10,52.3,8088,81.3,1.6,49.9,2,5.3,3,3
2025-01-09,8.1,21,8,59.5,8449,90.1,1.7,31.3,0,7.42,2,1
2025-01-10,6.9,45,9,50.7,6540,71.7,2.1,31.8,1,5.09,3,4
2025-01-11,7.6,10,15,69.2,5751,81.2,2.2,11.3,3,5.31,3,0
2025-01-12,7.3,10,2,68.8,7293,84.7,1.2,49.2,1,6.3,0,1
2025-01-13,8.1,10,9,70.9,8307,90.3,2.3,24.0,0,6.93,6,2
2025-01-14,6.9,22,10,58.1,6003,74.5,2.5,32.8,0,7.76,3,4
2025-01-15,6.9,10,6,58.8,5306,77.0,2.1,18.4,0,6.75,1,3
2025-01-16,7.0,10,8,72.5,7119,76.7,3.3,16.0,1,6.5,0,3
2025-01-17,6.4,31,8,76.1,5333,67.1,1.8,44.9,0,7.16,0,6
2025-01-18,7.0,14,10,74.4,9343,75.2,1.9,28.1,1,6.0,5,0
2025-01-19,6.9,17,12,73.5,1116,73.4,1.9,41.8,0,6.81,2,1
2025-01-20,7.3,10,6,65.2,5663,83.4,2.1,23.8,0,5.74,2,1
2025-01-21,7.3,10,7,60.0,10827,82.2,1.9,7.3,1,6.77,4,0
2025-01-22,8.0,10,10,65.3,7556,89.8,1.4,11.2,1,6.6,2,1
2025-01-23,7.6,24,10,59.0,8367,83.0,1.8,21.5,2,6.06,4,4
2025-01-24,7.0,36,6,65.9,7742,78.3,2.1,10.6,0,6.83,3,1
2025-01-25,6.8,10,13,63.1,6745,74.5,2.7,3.4,0,6.83,3,2
2025-01-26,7.4,10,6,64.8,10190,85.0,3.2,38.0,1,7.64,0,0
2025-01-27,6.7,10,10,75.3,6856,71.3,2.8,11.8,3,5.42,1,1
2025-01-28,7.9,10,12,57.9,6343,86.6,1.7,22.1,1,6.64,4,2
2025-01-29,7.7,10,7,58.1,9313,85.6,1.8,24.4,1,6.09,2,4
2025-01-30,7.0,10,15,64.2,4138,75.6,2.0,11.2,1,7.4,5,0
2025-01-31,6.5,10,6,59.2,7429,72.9,3.0,41.8,0,7.3,8,2
2025-02-01,7.7,10,9,65.9,6962,87.5,2.0,3.2,2,7.11,4,4
2025-02-02,7.2,17,9,65.0,7391,80.2,1.4,23.9,2,6.14,6,2
2025-02-03,7.7,10,11,61.3,7023,85.0,1.8,23.7,2,7.41,4,0
2025-02-04,6.6,10,10,69.5,8750,71.6,2.5,19.2,1,5.48,2,5
2025-02-05,7.0,19,5,54.9,10199,76.6,2.4,0.5,2,5.31,3,4
2025-02-06,7.2,10,8,73.8,8918,78.8,2.0,33.1,2,5.68,7,4
2025-02-07,7.2,10,10,60.3,7326,79.4,2.4,31.2,3,6.67,2,0
2025-02-08,7.0,48,8,62.3,9262,76.9,1.0,9.9,2,7.24,1,5
2025-02-09,7.4,35,8,68.8,9497,82.4,2.2,30.6,1,4.32,1,1
2025-02-10,6.8,10,10,70.4,8721,74.1,2.5,25.6,0,7.76,3,2
2025-02-11,7.1,30,9,78.3,10097,75.6,1.7,0.8,1,6.8,1,1
2025-02-12,7.2,28,7,57.0,3305,79.2,1.7,7.2,1,5.45,6,4
2025-02-13,7.4,10,9,56.4,8053,81.1,1.2,37.1,2,6.78,3,2
2025-02-14,7.5,24,5,54.2,8615,82.5,2.9,24.6,2,7.57,5,3
2025-02-15,6.7,50,14,67.2,5037,70.7,1.7,11.5,1,7.18,2,3
2025-02-16,6.6,10,13,65.2,8441,71.8,2.2,7.1,3,7.58,1,2
2025-02-17,7.7,10,13,56.6,9829,82.8,2.4,12.3,0,5.61,0,1
2025-02-18,7.3,31,10,62.9,7552,80.4,2.9,13.3,1,6.37,1,6
2025-02-19,6.9,22,6,58.3,9313,76.5,2.0,7.3,0,5.96,4,0
2025-02-20,7.8,14,6,71.8,10045,87.8,1.8,0.0,0,8.07,4,3
2025-02-21,7.2,18,7,58.9,10684,80.1,2.2,37.1,1,7.21,4,3
2025-02-22,7.7,13,7,57.7,10324,85.1,2.7,34.6,0,8.98,0,5
2025-02-23,7.2,10,8,50.0,10731,77.3,2.0,0.9,1,6.33,3,5
2025-02-24,8.0,21,11,50.0,7000,84.9,1.6,22.0,1,6.12,1,2
2025-02-25,7.9,25,8,56.5,7219,86.6,1.3,6.5,2,6.59,4,3
2025-02-26,7.1,10,8,62.4,3053,79.5,1.5,16.1,0,7.8,4,6
2025-02-27,7.6,10,9,67.2,5869,85.1,2.5,14.8,2,6.41,1,2
2025-02-28,7.4,10,11,52.3,10436,79.1,1.9,13.6,1,6.8,5,1
2025-03-01,7.7,14,7,64.5,6790,87.9,1.8,50.0,2,6.78,8,2
2025-03-02,6.8,30,10,70.4,8795,73.1,1.7,13.4,1,6.73,5,0
2025-03-03,7.5,10,7,67.5,8481,84.6,2.1,7.9,0,6.18,3,3
2025-03-04,7.6,28,9,69.2,10481,84.0,2.0,8.6,0,6.59,2,4
2025-03-05,6.5,16,7,59.5,3959,71.2,2.0,35.7,0,6.56,3,2
2025-03-06,6.7,31,10,70.3,8705,72.3,2.8,0.0,1,6.69,1,0
2025-03-07,6.4,10,8,80.6,8672,66.9,2.9,8.6,2,7.45,4,4
2025-03-08,7.1,14,7,74.5,6284,77.3,1.3,41.7,0,8.11,1,0
2025-03-09,7.5,10,9,75.9,9920,80.8,2.3,23.7,2,6.03,0,0
2025-03-10,7.8,10,8,62.8,5201,88.1,1.7,22.9,0,6.39,3,2
2025-03-11,7.2,10,10,59.8,10129,79.0,2.0,52.0,1,6.04,3,3
2025-03-12,7.8,10,14,50.0,3688,81.7,2.3,23.7,2,6.85,2,3
2025-03-13,6.6,37,9,58.2,6190,70.6,2.0,9.4,0,6.27,0,2
2025-03-14,6.5,14,7,63.9,7720,73.3,2.2,15.8,1,6.89,4,6
2025-03-15,7.1,10,14,61.8,8435,77.2,2.4,3.0,2,7.58,1,3
2025-03-16,7.3,45,7,57.8,4263,79.5,2.2,38.8,0,4.68,3,4
2025-03-17,7.2,40,11,66.6,10085,77.6,1.8,28.6,2,7.09,7,4
2025-03-18,6.3,10,9,69.7,9507,69.7,1.8,36.9,1,6.33,4,0
2025-03-19,7.1,27,11,64.6,11806,78.3,1.4,38.2,2,7.07,0,2
2025-03-20,6.6,10,9,72.3,9404,72.1,1.7,13.8,1,5.98,0,6
2025-03-21,7.4,14,13,59.5,6527,80.0,3.1,5.8,0,7.66,3,2
2025-03-22,7.3,16,13,71.1,5857,78.4,1.7,19.2,2,7.43,0,1
2025-03-23,6.8,13,4,57.6,7158,76.5,1.5,6.9,1,7.15,0,3
2025-03-24,7.0,10,6,63.1,12361,79.3,2.3,22.5,1,7.33,4,2
2025-03-25,6.7,10,9,68.5,8095,74.4,2.0,37.0,2,6.1,4,1
2025-03-26,7.1,10,10,50.9,8180,75.9,2.0,17.5,2,6.2,4,2
2025-03-27,7.5,10,10,58.8,10758,83.0,2.8,22.2,3,7.3,4,5
2025-03-28,6.8,17,7,71.1,5670,74.5,2.4,18.6,1,6.09,3,2
2025-03-29,7.4,10,11,60.2,9077,80.7,1.8,32.0,0,7.86,2,0
2025-03-30,6.9,29,12,52.5,9032,72.1,1.9,10.0,1,6.44,4,0
2025-03-31,6.8,47,8,59.6,9914,73.8,1.8,0.0,1,7.1,6,6
2025-04-01,7.1,10,8,55.0,9704,77.9,2.5,27.1,2,8.38,2,2
2025-04-02,6.7,24,9,69.8,7882,73.7,1.9,34.8,0,6.14,1,3
2025-04-03,6.9,26,17,66.1,5233,72.9,1.2,26.7,1,6.76,1,1
2025-04-04,6.7,29,15,55.7,6870,68.1,2.1,10.4,3,7.54,1,3
2025-04-05,7.9,10,10,50.0,9684,85.2,1.3,3.0,1,7.46,3,5
2025-04-06,7.2,27,6,59.1,11708,79.5,3.2,27.4,2,6.44,0,1
2025-04-07,6.9,27,13,65.9,5554,74.3,1.6,22.1,1,6.29,4,3
2025-04-08,7.2,10,5,59.1,5422,81.8,2.0,18.1,2,6.51,4,0
2025-04-09,7.1,31,4,66.9,4852,81.1,2.2,47.3,0,7.86,0,6
2025-04-10,7.1,32,7,66.9,6465,79.0,2.0,5.8,0,6.48,1,3
2025-04-11,7.4,10,13,66.7,9895,81.0,2.0,46.6,1,6.76,3,2
2025-04-12,7.5,10,14,52.8,10632,78.0,2.3,20.5,0,6.36,3,2
2025-04-13,6.9,30,7,63.4,3842,77.3,2.9,0.0,1,7.26,4,2
2025-04-14,6.9,12,11,72.9,5589,74.5,2.5,17.3,1,6.82,3,2
2025-04-15,7.0,36,6,60.1,5215,77.8,2.8,34.4,3,5.9,6,0
2025-04-16,6.2,74,11,63.2,6264,64.8,1.6,14.5,1,5.92,2,2
2025-04-17,6.5,10,7,63.9,7555,74.1,2.3,0.0,2,5.1,1,2
2025-04-18,7.7,10,9,57.9,7205,84.7,2.2,17.5,2,6.03,1,3
2025-04-19,7.8,10,6,61.8,9027,89.1,2.3,7.1,0,7.34,4,2
2025-04-20,7.0,29,10,60.7,4146,76.7,2.8,27.4,1,7.76,3,1
2025-04-21,7.4,10,9,50.0,6958,78.5,2.0,31.6,3,7.25,4,2
2025-04-22,7.3,40,11,72.0,10732,77.2,1.9,4.2,1,7.14,4,0
2025-04-23,8.4,10,9,61.7,10809,94.0,2.4,9.4,2,6.6,0,3
2025-04-24,7.6,20,11,63.1,11329,83.8,1.2,31.3,2,7.32,1,0
2025-04-25,7.1,10,9,63.9,8786,79.6,2.0,7.1,0,6.93,1,5
2025-04-26,6.8,53,15,64.0,6689,70.5,2.0,3.8,1,8.14,1,4
2025-04-27,6.5,62,11,61.9,8349,68.0,1.6,2.3,1,6.62,2,1
2025-04-28,7.2,10,11,50.8,13055,76.0,2.6,25.3,1,7.77,5,4
2025-04-29,6.8,10,9,77.2,6938,73.3,1.6,24.6,0,7.4,5,3
2025-04-30,6.6,39,8,67.3,11665,72.1,2.0,9.7,0,7.29,2,1
2025-05-01,6.9,10,13,54.3,3126,72.1,2.2,20.1,1,5.09,2,0
2025-05-02,6.7,19,2,59.3,9143,76.4,2.8,42.9,1,7.44,2,3
2025-05-03,7.8,10,7,63.1,9294,88.8,2.1,5.4,2,6.6,3,1
2025-05-04,7.5,10,6,64.6,8747,86.0,2.6,0.0,3,6.34,3,4
2025-05-05,7.1,13,7,59.1,8878,79.4,2.5,26.8,2,5.51,5,3
2025-05-06,7.7,10,15,53.8,9046,81.0,2.2,18.3,2,6.7,5,1
2025-05-07,7.2,10,6,60.2,9139,80.6,1.6,9.3,0,6.73,0,6
2025-05-08,6.8,47,6,52.6,7338,71.9,1.4,29.8,1,5.66,3,4
2025-05-09,7.7,10,12,58.0,7457,84.1,2.2,32.6,1,5.52,6,0
2025-05-10,7.3,26,8,60.0,5278,80.9,1.8,0.0,0,7.09,2,2
2025-05-11,6.7,14,17,77.1,9464,67.3,2.6,10.2,2,7.4,5,0
2025-05-12,7.1,10,7,61.6,10604,79.3,2.5,54.8,2,6.85,2,1
2025-05-13,6.8,34,5,67.9,11488,75.8,2.0,28.8,2,7.62,3,2
2025-05-14,6.6,28,11,78.3,6357,67.8,1.5,30.1,2,6.63,1,3
2025-05-15,7.5,19,9,55.1,4551,81.0,2.4,37.6,0,6.66,1,3
2025-05-16,7.9,21,10,56.2,8752,85.5,1.6,20.3,2,5.97,4,4
2025-05-17,6.6,15,9,63.4,5688,72.6,1.7,32.0,0,5.45,5,4
2025-05-18,7.3,10,13,51.5,9143,77.1,1.6,30.8,0,8.18,3,4
2025-05-19,6.9,10,6,63.9,3589,78.2,2.0,28.1,2,7.61,1,3
2025-05-20,6.9,10,5,73.5,10174,77.3,2.7,15.2,2,5.59,3,5
2025-05-21,6.9,76,10,71.5,8306,71.6,2.1,22.6,1,6.82,6,2
2025-05-22,6.8,43,11,74.4,4157,70.3,1.9,11.2,1,6.62,6,2
2025-05-23,7.1,10,7,59.9,8608,80.0,1.3,20.2,1,6.48,2,0
2025-05-24,6.8,10,7,58.2,8189,74.9,2.4,2.5,1,6.37,0,4
2025-05-25,7.2,21,11,79.7,9045,75.4,1.7,8.1,0,7.01,5,2
2025-05-26,7.1,24,5,66.0,9604,80.9,2.2,15.8,0,7.35,2,8
2025-05-27,7.0,26,9,53.6,3167,75.0,1.9,5.8,1,7.02,5,2
2025-05-28,6.8,14,13,84.2,7057,67.9,2.5,12.4,1,6.6,4,3
2025-05-29,6.9,14,10,65.0,7821,76.4,2.0,17.5,1,6.57,1,3
2025-05-30,7.4,15,9,50.0,7409,79.2,2.1,26.0,2,7.45,3,1
2025-05-31,7.3,12,6,73.6,7297,81.2,2.3,34.2,1,7.07,6,3
2025-06-01,6.7,10,11,50.2,10108,69.9,3.2,13.0,2,6.76,3,3
2025-06-02,7.2,10,9,66.3,4537,80.3,2.5,40.0,1,6.67,1,2
2025-06-03,7.4,10,4,68.8,7417,84.9,2.1,34.1,3,6.98,0,5
2025-06-04,6.4,27,9,72.6,7575,69.1,2.1,27.6,1,6.33,1,1
2025-06-05,7.3,70,8,74.3,7781,77.5,1.8,22.3,3,7.36,2,3
2025-06-06,6.8,25,16,72.9,6045,70.4,1.6,24.8,1,5.84,5,5
2025-06-07,7.3,10,10,76.3,12283,79.0,1.8,37.8,1,6.37,1,1
2025-06-08,6.8,36,10,65.3,9957,74.5,1.7,38.4,0,7.19,6,2
2025-06-09,6.4,34,9,65.2,12423,70.1,2.4,40.0,0,5.79,0,7
2025-06-10,6.5,32,7,65.3,9280,72.1,1.6,20.6,0,5.44,8,3
2025-06-11,7.1,25,9,74.0,9524,76.7,2.8,28.3,0,6.75,6,2
2025-06-12,7.2,53,10,59.5,7991,77.2,2.5,40.2,1,5.34,3,4
2025-06-13,6.7,10,7,72.2,11126,74.4,2.1,10.6,0,5.66,0,1
2025-06-14,7.4,19,14,57.2,9131,78.0,2.1,15.2,1,7.31,3,0
2025-06-15,6.4,10,12,61.9,7618,69.4,1.8,20.2,2,6.54,2,5
2025-06-16,7.1,25,7,72.9,11693,77.7,2.2,33.5,1,7.73,0,1
2025-06-17,6.6,10,4,70.0,5394,75.1,2.6,33.7,3,5.74,4,7
2025-06-18,6.8,10,14,50.7,6535,70.2,1.7,16.5,0,6.62,1,2
2025-06-19,7.1,10,11,58.4,13621,76.9,1.3,0.0,1,7.02,2,6
2025-06-20,6.8,38,13,50.0,9341,67.9,2.5,23.7,0,5.76,3,0
2025-06-21,6.9,34,6,62.7,2733,77.6,2.3,6.2,2,7.53,2,4
2025-06-22,7.5,10,13,60.6,10037,81.3,1.5,0.0,0,7.11,7,3
2025-06-23,6.9,18,8,62.4,5953,76.4,1.7,1.0,0,5.41,2,4
2025-06-24,7.4,10,5,71.3,6851,84.2,1.7,24.9,1,6.67,4,4
2025-06-25,6.6,10,7,69.7,13101,74.3,1.7,40.4,3,7.01,3,2
2025-06-26,7.3,10,9,80.7,11311,77.8,1.9,20.6,1,6.23,4,0
2025-06-27,7.7,10,13,65.4,11996,84.6,2.0,23.2,0,5.52,4,2
2025-06-28,6.1,77,8,73.4,6785,62.8,1.8,37.7,0,6.92,5,3
2025-06-29,6.8,27,6,68.0,7417,75.8,1.7,0.0,3,8.47,4,2
2025-06-30,7.3,10,5,61.5,8437,83.4,2.0,27.8,0,6.39,3,3
2025-07-01,7.0,10,6,60.4,9736,79.1,2.2,19.8,0,7.96,3,3
2025-07-02,7.2,32,12,62.2,7316,78.4,1.9,28.5,2,6.1,3,1
2025-07-03,6.8,59,2,64.4,11756,77.9,2.7,12.7,2,6.87,1,3
2025-07-04,7.1,10,7,63.7,8982,80.8,2.4,7.7,2,7.32,3,2
2025-07-05,7.0,10,12,69.3,10981,76.4,1.3,22.1,0,6.69,3,1
2025-07-06,7.6,44,10,64.3,6440,83.0,2.4,44.7,0,6.46,4,4
2025-07-07,7.2,20,8,60.4,7162,79.4,2.4,32.9,1,7.28,3,1
2025-07-08,7.2,10,10,58.7,8491,79.1,1.9,12.4,1,8.21,3,2
2025-07-09,6.9,27,10,67.0,7081,75.6,1.4,0.0,1,6.94,3,3
2025-07-10,6.9,10,10,59.1,10095,75.3,2.1,0.0,2,6.29,2,5
2025-07-11,6.9,16,13,62.5,10135,74.4,2.1,39.7,0,6.55,4,3
2025-07-12,7.2,18,7,60.1,7521,80.5,1.5,5.7,2,8.72,3,3
2025-07-13,6.9,35,4,82.4,9315,73.9,1.4,15.1,0,6.81,3,2
2025-07-14,7.2,10,8,55.1,12083,78.8,2.1,39.8,2,6.22,5,2
2025-07-15,7.9,10,9,54.9,10089,86.8,2.0,0.0,1,5.78,2,2
2025-07-16,7.4,10,12,59.0,9304,80.6,1.9,42.4,0,5.24,4,3
2025-07-17,6.9,21,5,62.1,10590,78.7,2.1,16.2,0,6.99,3,2
2025-07-18,7.6,10,9,69.2,11361,84.0,1.5,2.8,0,7.22,7,5
2025-07-19,6.9,10,16,63.7,11035,74.0,1.9,16.3,1,6.38,3,2
2025-07-20,6.3,10,8,59.4,7856,68.6,2.4,9.2,0,6.69,4,0
2025-07-21,6.7,33,9,76.7,9804,70.1,1.9,26.6,2,5.76,3,7
2025-07-22,6.3,42,13,70.2,7403,65.7,1.3,10.3,2,6.81,0,2
2025-07-23,6.9,11,5,68.3,7891,79.1,1.9,0.0,3,7.09,2,5
2025-07-24,7.1,15,6,69.2,8958,79.9,1.6,16.7,1,6.27,5,5
2025-07-25,7.7,10,5,52.7,5103,86.0,2.2,0.0,2,8.05,2,4
2025-07-26,7.2,10,13,63.9,8737,78.8,2.3,23.1,2,6.03,0,2
2025-07-27,7.0,14,7,70.8,6617,77.5,1.3,2.2,0,6.93,3,3
2025-07-28,7.4,61,11,58.5,5627,78.0,2.5,12.7,0,7.38,1,0
2025-07-29,6.2,10,12,71.2,9589,65.5,1.5,22.7,1,6.64,3,6
2025-07-30,7.2,42,8,68.0,7478,78.9,2.9,16.8,0,6.55,6,1
2025-07-31,7.4,29,9,52.9,8439,78.5,2.1,23.8,3,5.56,5,2
2025-08-01,6.5,28,9,60.4,7527,70.4,1.5,30.2,2,7.79,6,3
2025-08-02,7.5,42,9,50.0,6766,79.1,1.5,2.6,3,6.56,2,2
2025-08-03,7.2,19,7,65.6,8235,81.5,2.3,19.0,1,7.13,3,1
2025-08-04,6.9,24,11,78.7,5275,71.6,1.9,0.0,2,7.24,1,5
2025-08-05,7.3,10,10,58.6,7807,80.3,2.1,23.7,1,6.2,2,4
2025-08-06,8.0,25,12,58.8,11961,86.5,2.9,15.5,2,6.54,1,3
2025-08-07,7.1,35,10,71.4,5601,76.6,1.8,5.2,0,7.77,0,2
2025-08-08,7.2,10,6,66.1,10852,81.8,2.1,24.7,0,5.81,6,4
2025-08-09,6.9,10,12,58.8,12173,74.1,2.8,37.6,0,8.4,0,2
2025-08-10,6.7,15,11,77.1,6428,70.6,2.2,12.9,0,6.1,6,5
2025-08-11,7.4,10,11,64.4,8655,82.5,1.3,5.8,2,5.76,5,3
2025-08-12,6.7,18,6,64.8,5400,76.5,2.4,22.5,3,6.81,4,5
2025-08-13,7.1,38,12,63.5,5101,76.4,1.5,0.0,0,8.47,1,2
2025-08-14,6.9,10,10,69.8,8334,75.1,2.8,10.1,2,5.17,0,3
2025-08-15,7.2,10,9,59.5,8818,80.1,1.7,38.3,2,6.59,2,5
2025-08-16,7.2,13,9,75.1,6866,77.8,3.6,20.9,0,7.08,4,6
2025-08-17,7.5,25,10,71.5,5738,81.1,2.8,0.0,1,6.73,3,5
2025-08-18,6.8,10,11,65.8,6432,75.8,1.7,0.0,0,7.01,1,4
2025-08-19,6.9,10,12,65.7,9782,76.2,2.1,22.4,2,6.13,5,4
2025-08-20,6.7,24,5,60.8,9795,74.9,2.5,32.9,0,6.22,6,2
2025-08-21,6.9,41,15,61.2,9285,71.6,2.5,0.0,1,6.58,3,3
2025-08-22,7.2,10,11,56.0,7228,77.7,2.3,26.7,0,5.8,3,1
2025-08-23,7.4,10,11,61.8,5848,80.8,2.7,40.0,1,6.66,0,3
2025-08-24,6.7,32,10,67.0,10625,72.7,2.0,48.3,1,6.39,2,3
2025-08-25,7.4,10,11,51.9,11282,78.4,1.9,25.0,0,6.32,4,0
2025-08-26,7.6,10,10,66.9,6950,85.0,1.9,27.6,1,6.96,4,3
2025-08-27,7.2,10,12,57.8,7682,77.8,2.5,0.0,3,5.24,2,3
2025-08-28,7.8,10,14,63.9,5065,85.4,2.3,51.5,1,6.52,2,2
2025-08-29,6.7,10,12,72.0,9067,71.8,2.2,11.4,0,8.55,2,3
2025-08-30,6.5,10,7,76.4,12151,70.9,2.5,6.0,2,5.83,2,0
2025-08-31,6.3,43,8,76.0,9887,66.4,1.1,16.2,1,7.73,4,1
2025-09-01,7.6,31,6,73.4,12423,84.6,2.3,42.7,0,6.74,0,4
2025-09-02,7.3,23,7,69.2,7219,81.5,2.2,53.1,3,6.22,3,3
2025-09-03,7.0,10,4,66.1,5384,81.1,2.9,21.9,1,5.64,4,3
2025-09-04,7.2,10,9,60.9,11008,79.1,1.3,35.0,1,6.81,2,2
2025-09-05,6.6,21,15,66.2,8343,70.0,2.9,20.6,1,7.86,2,3
2025-09-06,8.0,12,8,71.3,6213,89.3,2.1,4.4,3,6.39,2,0
2025-09-07,7.1,27,7,63.2,11744,79.4,2.3,42.2,0,6.64,2,4
2025-09-08,7.1,10,13,64.6,6787,77.5,2.9,10.7,1,7.51,3,6
2025-09-09,7.3,12,9,73.7,5760,80.0,2.4,43.0,3,6.97,3,1
2025-09-10,7.2,21,10,62.2,9203,79.8,2.3,39.5,1,5.44,0,1
2025-09-11,7.1,42,13,58.8,5396,75.0,2.2,29.2,0,6.78,4,3
2025-09-12,6.7,33,11,74.3,10044,70.4,1.9,47.4,0,7.91,2,5
2025-09-13,7.2,27,11,58.1,5695,77.4,2.1,53.5,1,6.67,7,2
2025-09-14,7.8,10,8,63.9,8502,88.3,1.7,17.4,2,4.51,1,0
2025-09-15,7.6,35,12,63.7,8633,82.5,2.1,7.9,1,7.01,1,2
2025-09-16,7.7,13,13,63.9,8529,84.4,0.9,0.0,2,6.54,3,1
2025-09-17,6.8,10,15,50.0,5424,69.3,2.3,53.7,0,5.24,4,1
2025-09-18,6.6,49,5,72.3,7610,72.4,2.0,13.4,0,5.36,0,2
2025-09-19,7.0,29,6,64.7,10747,79.0,1.9,37.0,1,7.48,1,1
2025-09-20,7.1,10,5,69.1,7595,80.4,2.2,8.9,2,6.11,4,1
2025-09-21,7.5,10,9,66.2,5698,84.0,1.4,43.1,1,5.97,1,3
