timestamp,screen_time,productive_usage,social_usage,gaming_usage,notifications,unlock_count,study_score,study_hours,app_switching_frequency,notifications_during_study,break_frequency,phone_usage_during_study,completed_tasks
2024-12-20,253,98,37,51,29,55,61.9,3.5,30,10,1,74.5,8
2024-12-21,252,96,44,45,24,64,59.5,2.4,22,12,3,52.2,14
2024-12-22,244,78,40,56,23,53,46.2,3.5,17,9,6,34.0,7
2024-12-23,250,88,30,49,23,61,55.3,3.2,21,6,1,19.0,0
2024-12-24,231,90,39,50,20,66,55.0,3.9,6,11,1,24.8,5
2024-12-25,272,73,44,43,26,68,39.9,2.6,23,11,1,24.3,6
2024-12-26,273,99,49,62,29,68,56.3,4.1,12,10,4,46.8,6
2024-12-27,269,80,55,41,28,65,43.9,5.2,9,4,5,39.6,4
2024-12-28,248,82,37,58,25,69,46.3,3.4,8,9,2,11.2,7
2024-12-29,245,82,36,65,28,63,45.5,3.9,29,14,4,27.2,2
2024-12-30,262,85,39,74,21,63,48.0,4.3,15,5,5,50.8,3
2024-12-31,240,114,33,60,24,67,72.5,3.1,32,18,6,41.3,8
2025-01-01,272,78,35,57,25,68,43.8,3.7,16,5,3,45.2,3
2025-01-02,219,69,35,38,27,52,41.8,3.5,6,8,1,41.9,8
2025-01-03,248,86,44,69,24,51,50.5,3.6,11,5,2,64.3,2
2025-01-04,239,76,34,56,26,60,43.3,2.6,30,9,2,39.2,11
2025-01-05,274,80,48,58,30,66,42.3,3.5,19,0,3,28.1,4
2025-01-06,271,91,50,59,25,66,51.5,4.0,16,5,3,18.5,5
2025-01-07,263,74,32,56,29,63,40.3,5.1,21,3,5,39.5,7
2025-01-08,284,81,31,55,31,61,46.3,4.6,24,9,5,0.0,4
2025-01-09,255,87,37,51,27,76,49.4,5.9,29,13,3,31.7,6
2025-01-10,264,77,38,62,24,62,42.7,2.7,32,11,5,31.3,8
2025-01-11,231,84,51,40,18,61,51.9,4.5,17,0,4,10.4,9
2025-01-12,250,87,41,39,31,61,52.3,3.7,9,18,3,18.3,8
2025-01-13,257,83,45,46,24,50,51.7,5.9,17,9,4,49.6,5
2025-01-14,241,86,45,67,27,59,48.0,2.6,22,4,3,39.2,6
2025-01-15,259,88,34,59,24,65,52.1,2.6,12,9,6,36.8,13
2025-01-16,226,78,39,48,28,53,45.9,2.8,12,9,1,40.5,9
2025-01-17,263,70,41,47,24,72,36.8,1.2,23,5,2,36.7,3
2025-01-18,249,74,45,54,25,71,38.6,2.9,20,9,3,57.4,6
2025-01-19,244,72,30,59,31,62,38.8,2.7,20,5,4,37.2,5
2025-01-20,267,97,37,68,21,68,57.6,3.7,14,6,5,8.8,6
2025-01-21,277,67,42,75,31,63,30.0,3.9,18,5,3,64.3,2
2025-01-22,269,90,38,54,26,61,54.6,5.6,13,1,1,41.7,5
2025-01-23,243,77,30,77,26,57,42.6,4.5,27,9,4,24.4,11
2025-01-24,266,95,36,56,25,76,55.2,2.9,28,11,4,12.4,8
2025-01-25,252,80,31,58,30,60,45.7,2.5,5,11,1,42.1,0
2025-01-26,273,84,53,65,24,74,43.9,4.0,13,12,3,32.9,10
2025-01-27,259,89,39,66,26,61,51.6,2.0,8,10,1,63.3,9
2025-01-28,234,97,41,71,26,53,58.1,5.5,15,5,2,28.8,5
2025-01-29,252,78,34,42,22,60,48.7,4.8,19,12,2,19.9,8
2025-01-30,243,78,44,56,24,58,44.5,3.0,8,1,4,51.1,3
2025-01-31,244,89,47,68,21,57,52.4,1.6,13,3,3,51.7,5
2025-02-01,251,68,35,44,23,70,37.8,5.0,12,3,1,38.0,10
2025-02-02,260,67,35,36,33,64,36.1,3.4,22,13,4,47.2,5
2025-02-03,270,88,38,40,30,66,52.2,4.9,21,13,1,34.3,0
2025-02-04,248,91,31,54,26,62,55.7,1.7,14,10,3,39.2,6
2025-02-05,274,87,45,75,28,73,44.8,2.8,21,13,2,56.0,6
2025-02-06,231,83,48,40,18,57,52.4,3.5,16,4,2,46.3,10
2025-02-07,244,79,31,43,23,62,48.5,3.6,18,10,4,32.0,6
2025-02-08,287,100,49,50,31,76,56.5,3.0,33,7,4,59.3,5
2025-02-09,239,101,49,45,22,54,65.3,4.2,31,12,5,0.0,9
2025-02-10,275,85,19,43,28,64,53.4,2.3,10,7,3,71.9,6
2025-02-11,256,77,33,35,22,64,48.0,3.3,27,6,3,4.3,4
2025-02-12,255,74,37,50,22,60,43.3,3.6,26,11,2,23.7,9
2025-02-13,270,88,47,75,33,66,45.2,4.1,11,12,3,34.3,7
2025-02-14,268,72,46,61,33,61,35.2,4.3,27,5,4,32.4,6
2025-02-15,276,72,35,67,27,64,37.2,2.3,32,8,3,53.1,7
2025-02-16,253,79,55,49,22,68,43.3,1.8,11,3,1,16.0,3
2025-02-17,259,89,37,47,23,62,55.3,4.9,13,0,3,39.7,4
2025-02-18,253,98,36,60,26,60,60.6,3.9,28,9,4,24.6,6
2025-02-19,240,86,33,56,29,55,51.9,2.7,22,11,2,40.3,5
2025-02-20,259,89,41,55,23,60,53.7,5.2,24,9,1,33.8,10
2025-02-21,254,94,50,72,26,58,53.2,3.6,23,0,5,36.7,7
2025-02-22,229,93,35,47,23,50,60.8,4.8,23,6,4,25.1,9
2025-02-23,273,78,44,46,32,64,42.6,3.6,9,0,3,25.8,6
2025-02-24,259,92,44,64,26,64,53.1,5.8,28,15,1,40.2,9
2025-02-25,246,94,42,62,20,64,56.7,5.4,29,3,2,52.0,7
2025-02-26,262,87,45,45,28,65,50.5,3.2,18,14,5,24.2,6
2025-02-27,249,85,50,56,25,57,49.2,4.6,20,13,3,19.4,6
2025-02-28,260,90,45,37,23,62,56.1,4.2,8,3,2,46.0,3
2025-03-01,278,89,51,58,30,66,48.2,5.0,24,2,4,34.4,8
2025-03-02,263,65,34,51,25,62,35.4,2.4,25,10,2,49.9,6
2025-03-03,250,88,39,53,25,60,53.0,4.3,20,4,5,18.7,4
2025-03-04,242,95,34,44,24,64,60.6,4.7,29,9,5,3.0,9
2025-03-05,246,93,47,67,23,64,53.9,1.6,17,6,2,25.4,2
2025-03-06,269,87,53,58,24,75,47.1,2.2,25,0,2,21.2,5
2025-03-07,256,85,40,65,27,59,48.2,1.3,12,0,1,33.6,9
2025-03-08,266,80,45,54,22,60,46.1,3.2,20,9,1,23.5,7
2025-03-09,253,82,31,67,28,61,46.5,4.3,19,5,1,48.3,6
2025-03-10,243,91,43,37,21,66,57.1,5.2,22,5,3,29.8,7
2025-03-11,266,87,30,55,23,56,55.0,3.6,17,11,3,37.7,7
2025-03-12,245,92,44,67,28,61,52.7,5.3,19,14,1,37.8,1
2025-03-13,251,78,28,36,25,61,49.4,2.0,27,7,3,38.5,5
2025-03-14,239,94,57,57,18,62,56.6,1.6,17,6,4,34.6,11
2025-03-15,244,77,43,61,24,62,42.6,3.4,7,11,4,44.2,4
2025-03-16,271,85,42,52,28,70,47.8,3.9,34,1,1,20.7,5
2025-03-17,273,78,59,65,29,70,36.9,3.5,31,9,3,60.2,4
2025-03-18,274,82,44,66,25,82,41.6,1.2,10,11,1,30.7,6
2025-03-19,274,104,30,49,25,77,64.1,3.4,26,11,4,11.4,4
2025-03-20,252,88,40,52,25,67,52.1,2.1,16,0,4,38.4,7
2025-03-21,268,86,59,44,29,64,47.5,4.2,22,4,2,19.7,7
2025-03-22,274,97,36,59,23,66,59.6,3.9,22,4,2,47.0,8
2025-03-23,245,58,40,58,20,66,28.3,2.5,18,8,2,74.8,3
2025-03-24,261,82,56,56,30,71,41.4,2.9,14,10,1,20.8,5
2025-03-25,256,78,37,57,29,59,44.0,2.3,14,15,4,41.0,5
2025-03-26,230,75,43,47,20,47,46.9,3.4,13,6,3,3.4,7
2025-03-27,263,68,54,41,25,56,37.3,4.6,13,6,4,43.2,4
2025-03-28,247,81,39,60,31,67,43.3,2.4,19,14,1,19.1,9
2025-03-29,274,90,37,54,30,75,50.5,4.1,14,9,2,23.8,10
2025-03-30,247,82,29,45,24,61,50.8,2.9,25,14,1,15.2,3
2025-03-31,263,91,35,48,29,67,54.3,2.6,32,9,1,48.2,5
2025-04-01,260,84,37,65,24,73,46.1,3.4,15,2,1,53.1,4
2025-04-02,232,95,41,64,23,68,55.6,2.4,22,1,4,35.4,14
2025-04-03,254,78,47,62,24,66,41.7,2.9,24,0,2,19.4,5
2025-04-04,264,64,43,55,28,65,31.3,2.2,24,11,3,63.6,11
2025-04-05,274,67,34,49,29,66,35.5,5.7,21,14,2,21.5,2
2025-04-06,259,78,55,69,26,63,39.5,3.5,26,17,1,0.0,3
2025-04-07,272,74,35,53,28,64,41.1,2.7,24,12,3,43.3,4
2025-04-08,267,77,58,58,30,69,37.4,3.7,10,14,4,15.1,3
2025-04-09,267,94,45,47,28,66,56.1,3.4,27,5,1,52.8,5
2025-04-10,268,68,52,53,27,62,34.0,3.3,27,2,4,28.1,4
2025-04-11,255,98,48,29,26,69,61.3,4.2,14,12,2,45.9,4
2025-04-12,244,75,56,50,28,63,39.1,4.3,20,10,2,60.2,9
2025-04-13,282,71,44,41,25,71,38.1,2.9,25,9,4,13.2,10
2025-04-14,270,82,42,58,28,66,44.7,2.9,18,10,2,24.8,9
2025-04-15,258,98,47,50,20,66,60.7,3.2,29,10,3,33.6,8
2025-04-16,268,76,42,53,25,65,41.9,1.0,39,14,3,62.7,6
2025-04-17,265,77,48,77,32,80,33.2,1.8,14,14,3,23.1,5
2025-04-18,246,78,57,46,22,72,41.7,5.0,9,11,1,24.3,3
2025-04-19,254,94,31,57,20,59,60.5,5.3,22,12,1,43.6,7
2025-04-20,279,78,44,58,25,68,42.4,3.2,26,11,4,24.6,2
2025-04-21,259,87,62,46,28,60,49.2,4.1,18,6,5,37.7,3
2025-04-22,265,84,41,67,26,56,48.0,3.8,32,12,2,7.1,9
2025-04-23,278,82,52,72,24,78,39.8,6.9,9,1,3,74.9,12
2025-04-24,259,78,51,68,29,64,38.9,4.7,26,13,3,10.7,7
2025-04-25,245,102,33,46,25,55,67.6,3.4,15,2,4,29.2,9
2025-04-26,261,111,47,49,22,56,72.4,2.4,34,9,1,34.4,5
2025-04-27,251,74,46,36,24,63,43.0,1.7,36,4,2,69.4,2
2025-04-28,238,72,70,54,30,61,33.8,3.7,14,11,3,11.2,8
2025-04-29,271,83,24,55,26,69,49.1,2.7,16,8,4,70.7,8
2025-04-30,256,60,32,64,20,69,29.9,1.9,27,0,7,48.6,6
2025-05-01,215,83,43,74,22,58,46.9,2.8,17,10,3,42.5,5
2025-05-02,263,103,42,44,27,59,65.5,2.3,20,5,1,17.3,9
2025-05-03,264,77,38,57,30,60,42.1,5.4,20,12,4,45.3,3
2025-05-04,289,93,38,54,27,77,53.5,4.5,5,8,5,22.0,4
2025-05-05,260,97,50,55,27,61,57.9,3.5,20,10,3,57.8,3
2025-05-06,276,74,38,72,28,61,38.1,5.1,14,3,2,17.5,6
2025-05-07,269,84,40,57,26,60,49.1,3.6,16,5,4,33.0,3
2025-05-08,251,86,53,62,26,67,46.5,2.6,32,6,4,25.0,4
2025-05-09,265,90,52,61,28,70,48.6,5.2,10,12,1,17.2,4
2025-05-10,257,91,41,58,27,64,52.7,4.1,27,16,4,48.3,5
2025-05-11,250,94,33,49,27,57,59.3,2.4,18,4,4,44.6,2
2025-05-12,252,75,52,75,18,62,38.9,3.3,18,13,5,56.8,6
2025-05-13,250,84,37,56,20,61,51.2,2.5,26,0,3,3.0,10
2025-05-14,260,97,55,62,26,62,56.1,2.0,23,2,2,54.2,6
2025-05-15,260,98,48,59,26,68,57.2,4.5,25,3,5,80.1,11
2025-05-16,252,85,43,35,22,60,53.4,5.6,28,1,1,26.9,10
2025-05-17,257,77,49,46,24,66,43.2,2.0,17,0,4,69.1,8
2025-05-18,232,93,29,57,20,59,59.4,4.1,15,10,1,30.3,6
2025-05-19,245,88,57,48,26,54,51.9,2.8,11,7,5,10.3,6
2025-05-20,256,88,43,60,22,73,49.3,3.0,13,10,3,29.5,8
2025-05-21,285,90,47,47,29,74,50.6,2.8,44,11,5,53.9,5
2025-05-22,270,73,41,57,30,59,38.9,2.5,30,9,4,19.9,0
2025-05-23,246,91,44,39,21,54,59.1,3.6,9,11,1,24.2,7
2025-05-24,285,84,58,65,24,79,41.7,2.6,9,8,5,45.7,3
2025-05-25,260,94,43,61,23,65,55.5,3.8,24,2,5,35.1,3
2025-05-26,243,83,42,61,21,63,47.6,3.4,24,13,4,45.5,6
2025-05-27,259,88,51,55,26,66,49.6,3.2,24,5,2,39.3,6
2025-05-28,275,87,48,49,22,74,49.5,2.5,18,3,3,43.6,2
2025-05-29,244,77,58,72,29,66,36.1,2.9,19,7,3,27.2,6
2025-05-30,245,73,29,73,20,56,42.0,4.3,23,3,2,39.2,9
2025-05-31,288,90,42,56,24,74,51.6,4.1,21,6,6,18.3,3
2025-06-01,265,74,34,51,26,59,42.6,2.4,2,10,3,58.2,10
2025-06-02,254,79,55,39,24,57,46.3,3.6,18,10,1,23.6,1
2025-06-03,259,79,35,59,30,63,43.1,4.3,13,4,4,55.3,12
2025-06-04,265,86,48,50,25,57,51.1,1.7,21,6,2,30.8,5
2025-06-05,258,89,35,52,24,60,54.9,4.1,44,13,3,38.6,6
2025-06-06,281,67,42,66,30,59,32.3,2.8,23,10,2,26.1,0
2025-06-07,262,75,38,47,29,65,41.5,4.1,17,18,4,16.7,6
2025-06-08,271,74,46,76,21,75,36.0,2.7,27,14,5,3.6,7
2025-06-09,262,80,62,46,26,65,42.8,1.5,24,14,3,16.0,6
2025-06-10,260,62,34,36,32,65,32.6,1.7,23,1,2,29.2,4
2025-06-11,274,93,37,50,25,66,57.0,3.6,25,12,3,38.8,3
2025-06-12,275,83,51,60,27,73,42.8,3.8,36,8,3,53.2,9
2025-06-13,237,81,45,58,26,58,45.8,2.5,11,5,2,27.0,6
2025-06-14,261,90,36,58,27,59,53.6,4.2,24,9,4,19.1,11
2025-06-15,292,87,42,54,26,73,49.0,1.7,13,13,4,9.0,4
2025-06-16,255,87,34,52,25,71,51.1,3.4,24,11,5,43.6,5
2025-06-17,268,82,42,44,23,59,49.8,2.2,13,4,5,59.9,8
2025-06-18,280,83,38,58,24,65,47.8,2.8,17,12,2,57.8,1
2025-06-19,245,90,49,67,27,60,50.9,3.6,18,5,4,47.8,2
2025-06-20,256,87,51,57,28,62,48.8,2.6,28,9,2,46.5,9
2025-06-21,238,99,25,49,29,61,63.4,3.1,27,6,4,65.6,2
2025-06-22,263,83,47,58,29,60,46.2,4.6,10,7,2,41.0,1
2025-06-23,267,88,28,71,26,64,51.3,2.9,20,12,1,46.6,12
2025-06-24,271,81,46,55,24,68,44.6,4.4,14,3,3,29.2,2
2025-06-25,285,85,59,44,32,71,44.8,2.3,10,18,1,10.5,7
2025-06-26,263,86,43,59,28,78,45.1,4.1,18,0,1,22.7,6
2025-06-27,244,77,48,63,26,65,40.5,5.1,18,5,3,34.8,0
2025-06-28,249,75,52,65,26,54,40.0,1.0,39,10,3,36.1,5
2025-06-29,250,88,53,64,28,57,49.3,2.6,23,11,2,69.7,7
2025-06-30,265,86,53,58,21,59,50.2,4.1,9,7,1,36.5,7
2025-07-01,297,96,50,49,26,82,54.2,3.3,15,8,2,56.2,9
2025-07-02,261,82,40,47,23,59,49.6,3.9,28,10,4,27.2,5
2025-07-03,283,72,52,53,29,73,34.4,2.8,37,7,4,29.4,8
2025-07-04,260,82,58,63,24,67,42.7,3.6,7,15,3,11.1,4
2025-07-05,245,89,50,50,27,53,53.7,3.3,5,12,5,21.6,2
2025-07-06,250,61,48,52,24,60,30.2,4.8,35,12,4,44.5,2
2025-07-07,251,82,33,48,32,61,47.3,3.8,23,3,2,35.1,2
2025-07-08,260,88,38,73,31,57,49.4,3.9,13,8,3,52.0,9
2025-07-09,268,84,41,55,27,75,45.8,3.0,24,6,1,38.3,1
2025-07-10,252,78,38,64,21,63,44.3,3.0,2,3,3,28.7,7
2025-07-11,274,70,45,73,29,76,30.1,3.0,20,10,5,73.7,5
2025-07-12,278,82,39,47,24,80,45.0,3.9,23,5,4,33.3,6
2025-07-13,258,69,54,65,22,65,34.2,3.0,27,11,5,55.9,10
2025-07-14,276,88,44,56,26,70,49.9,3.8,12,3,3,27.8,5
2025-07-15,233,82,38,71,22,54,48.0,5.8,21,17,5,47.8,8
2025-07-16,227,97,39,49,24,63,60.1,4.5,13,4,3,51.7,6
2025-07-17,275,62,47,59,28,68,27.6,3.1,22,9,5,38.8,6
2025-07-18,256,78,45,63,22,61,43.5,4.8,13,12,3,0.0,13
2025-07-19,296,89,47,50,28,70,50.1,3.1,17,5,4,35.3,2
2025-07-20,261,93,45,55,22,65,55.7,1.3,12,12,5,57.1,10
2025-07-21,248,89,61,56,25,65,49.4,2.4,25,2,3,44.5,8
2025-07-22,288,72,54,68,23,73,33.8,1.4,27,15,3,43.0,5
2025-07-23,273,77,40,79,26,70,37.6,3.1,18,8,5,4.0,11
2025-07-24,286,59,32,73,26,70,25.8,3.5,20,5,3,22.0,0
2025-07-25,254,82,44,72,27,66,42.8,5.3,8,7,1,42.4,4
2025-07-26,268,93,38,15,24,69,61.4,3.9,18,12,6,42.4,2
2025-07-27,250,81,33,58,22,68,47.2,3.3,20,5,2,56.9,7
2025-07-28,237,87,52,58,24,63,49.4,4.4,41,4,3,32.4,3
2025-07-29,274,87,47,65,28,69,46.4,1.1,11,7,5,42.3,7
2025-07-30,256,78,56,43,22,66,43.9,3.8,32,2,2,35.3,5
2025-07-31,248,57,47,64,26,56,25.9,4.3,28,17,1,17.2,5
2025-08-01,242,95,46,36,31,66,57.0,1.9,22,5,3,0.0,7
2025-08-02,266,86,37,68,25,65,48.3,4.8,34,12,1,42.8,5
2025-08-03,264,69,42,41,22,65,39.0,3.9,23,9,3,38.1,3
2025-08-04,256,85,33,70,25,61,48.9,3.0,23,3,3,23.9,14
2025-08-05,253,83,56,69,21,58,46.0,4.2,20,8,3,5.9,5
2025-08-06,275,94,37,54,26,64,57.3,6.0,30,12,1,46.3,0
2025-08-07,226,86,49,62,21,51,51.6,3.7,29,7,5,30.2,3
2025-08-08,273,86,46,57,29,67,47.3,3.8,15,14,3,45.0,2
2025-08-09,270,83,51,43,21,71,48.1,3.0,9,13,5,68.6,8
2025-08-10,245,73,48,63,19,61,40.3,2.6,18,13,3,0.0,7
2025-08-11,235,88,37,69,24,61,51.0,4.4,14,6,2,22.4,7
2025-08-12,272,81,45,54,28,70,43.5,2.6,19,3,3,31.2,5
2025-08-13,246,72,58,64,18,59,37.9,3.6,30,5,3,61.2,5
2025-08-14,287,75,41,49,33,78,36.7,3.0,16,9,1,5.5,5
2025-08-15,295,70,57,67,32,78,28.1,4.0,20,11,5,69.8,6
2025-08-16,270,92,53,58,24,71,51.4,3.9,20,0,2,37.4,9
2025-08-17,262,101,49,57,26,67,59.6,4.6,27,8,1,33.3,7
2025-08-18,261,93,42,62,20,63,55.9,2.9,2,9,5,31.4,8
2025-08-19,238,85,50,73,25,57,46.5,3.2,15,7,2,27.1,7
2025-08-20,260,80,44,63,23,64,44.6,2.4,22,14,2,53.9,9
2025-08-21,257,78,57,47,24,71,41.6,3.0,30,10,1,15.8,7
2025-08-22,254,71,38,50,25,69,38.4,3.9,16,15,6,41.2,7
2025-08-23,270,100,50,57,30,60,59.3,4.3,5,7,1,28.1,10
2025-08-24,266,71,48,62,28,67,34.1,2.5,25,13,3,21.3,4
2025-08-25,276,72,51,46,26,56,40.5,4.5,15,16,4,81.5,3
2025-08-26,257,79,54,61,23,62,42.7,5.0,10,15,4,42.5,2
2025-08-27,273,80,41,66,27,64,42.8,4.0,15,3,3,46.0,7
2025-08-28,264,87,41,53,26,68,50.1,5.6,19,7,1,55.5,0
2025-08-29,273,74,50,77,26,62,36.1,2.6,15,6,2,9.4,7
2025-08-30,263,61,56,50,26,58,29.5,2.1,2,10,3,66.5,6
2025-08-31,291,79,46,60,28,70,40.6,1.5,27,11,2,0.0,9
2025-09-01,228,79,60,37,18,56,48.3,5.1,30,4,3,21.2,4
2025-09-02,274,78,46,54,27,59,43.8,4.2,25,8,4,26.7,5
2025-09-03,277,78,43,56,27,75,40.7,3.4,11,0,4,45.5,9
2025-09-04,245,77,52,53,24,60,42.8,3.8,18,15,1,38.9,10
2025-09-05,292,68,44,50,26,73,33.5,2.3,20,5,6,32.0,4
2025-09-06,265,95,44,53,24,71,56.4,6.2,25,8,4,34.8,7
2025-09-07,263,95,51,64,31,62,53.0,3.6,25,6,3,17.4,7
2025-09-08,270,95,56,39,24,74,55.6,3.6,14,14,5,8.0,7
2025-09-09,278,69,51,39,29,69,35.1,4.3,21,0,7,48.1,5
2025-09-10,267,85,49,53,24,70,47.3,4.0,24,8,1,47.5,10
2025-09-11,266,76,64,57,20,68,39.5,3.7,32,7,3,63.5,0
2025-09-12,277,76,54,50,27,72,38.6,2.6,26,6,1,20.8,5
2025-09-13,279,71,46,58,29,70,34.8,4.0,26,17,3,47.5,7
2025-09-14,270,106,57,64,25,65,62.3,5.6,21,4,4,29.9,7
2025-09-15,242,78,47,68,18,70,42.0,5.0,31,12,3,56.4,10
2025-09-16,250,71,54,71,18,62,36.6,5.3,23,10,2,53.4,10
2025-09-17,281,82,53,45,31,64,44.9,2.9,13,14,1,38.8,5
2025-09-18,261,88,49,50,26,72,49.6,2.4,31,5,4,28.9,10
2025-09-19,256,79,43,49,27,62,45.0,3.4,26,4,5,52.3,4
2025-09-20,272,83,49,68,27,59,45.0,3.6,16,13,2,46.6,9
2025-09-21,270,91,45,52,23,63,54.5,4.7,16,10,4,22.7,11
2025-09-22,262,71,51,61,25,55,37.5,1.6,22,0,1,11.1,10
2025-09-23,276,82,52,44,22,65,47.8,5.2,24,5,4,29.8,6
2025-09-24,246,74,33,51,27,70,40.5,3.3,22,10,2,62.3,5
2025-09-25,239,73,52,49,24,62,39.5,3.0,22,12,2,55.6,1
2025-09-26,288,98,72,65,31,71,50.3,2.4,34,5,2,15.0,7
2025-09-27,249,80,47,45,28,59,45.7,1.7,29,0,2,14.0,3
2025-09-28,243,70,57,76,23,60,33.0,4.4,22,11,4,57.9,4
2025-09-29,261,79,55,60,23,70,41.3,3.6,28,2,1,14.6,2
2025-09-30,265,68,36,51,26,57,38.5,2.1,12,0,2,44.2,5
2025-10-01,258,78,53,61,29,79,36.9,2.1,23,0,3,23.9,6
2025-10-02,262,74,42,50,21,61,42.5,3.1,34,12,1,64.1,7
2025-10-03,244,85,48,47,24,59,51.1,5.3,18,9,6,21.1,4
2025-10-04,276,100,38,65,30,68,57.8,3.2,13,7,2,55.6,9
2025-10-05,243,79,53,72,25,59,40.9,1.8,15,15,2,38.3,5
2025-10-06,266,74,47,62,29,63,37.6,3.2,11,11,2,39.5,4
2025-10-07,269,81,60,46,22,71,44.3,3.2,14,16,6,0.0,7
2025-10-08,276,95,39,50,30,74,55.1,1.0,17,1,4,0.0,12
2025-10-09,269,85,57,73,25,72,43.0,3.4,9,8,2,31.0,7
2025-10-10,250,79,53,66,18,62,43.5,3.2,20,0,5,39.4,5
2025-10-11,260,60,43,47,25,62,30.4,4.3,27,7,3,14.7,1
2025-10-12,255,80,37,51,23,62,47.3,5.5,13,7,3,15.4,5
2025-10-13,242,88,47,60,23,60,51.4,4.7,32,11,2,45.1,7
2025-10-14,273,90,51,57,22,63,52.4,3.2,24,8,2,45.1,5
2025-10-15,255,93,41,79,25,64,52.3,2.3,28,11,4,32.5,1
2025-10-16,268,73,42,51,25,76,38.1,6.3,15,12,2,49.0,3
2025-10-17,265,76,58,64,32,65,36.0,3.6,27,19,6,13.9,10
2025-10-18,249,79,43,61,25,64,43.2,3.5,11,6,1,28.6,10
2025-10-19,248,87,54,42,25,58,52.3,3.5,27,3,5,64.7,3
2025-10-20,261,77,60,34,25,69,42.6,3.7,21,9,3,36.2,8
2025-10-21,247,85,43,54,28,58,49.6,3.3,24,4,3,37.3,2
2025-10-22,281,76,40,62,29,68,39.4,2.9,11,15,4,76.5,10
2025-10-23,287,73,57,74,33,74,30.1,2.9,13,7,2,9.8,7
2025-10-24,278,91,47,50,30,64,52.4,3.5,25,5,4,49.3,9
2025-10-25,272,83,46,63,26,70,44.3,2.9,12,6,1,65.0,1
2025-10-26,267,88,61,55,28,72,45.7,2.7,24,12,2,29.2,8
2025-10-27,251,78,48,76,27,63,39.2,3.6,9,7,2,50.5,6
2025-10-28,279,88,52,58,30,74,46.1,3.2,27,5,1,17.3,9
2025-10-29,287,69,37,54,29,65,36.1,5.2,10,16,3,22.6,9
2025-10-30,262,71,49,60,22,67,36.3,1.0,24,4,4,41.9,6
2025-10-31,266,89,43,60,26,64,51.4,4.7,25,8,4,49.4,4
2025-11-01,255,79,46,72,25,65,41.1,4.9,14,11,3,55.2,8
2025-11-02,262,77,46,58,26,73,40.0,1.2,25,0,2,63.3,6
2025-11-03,248,71,61,63,28,47,36.3,3.1,22,10,4,33.8,3
2025-11-04,263,88,45,42,24,62,53.7,3.1,16,3,3,56.5,3
2025-11-05,273,99,46,47,27,56,61.6,2.0,12,12,4,28.8,2
2025-11-06,272,86,63,55,26,61,47.2,2.6,4,3,4,51.2,4
2025-11-07,271,75,47,59,29,65,38.6,2.3,23,11,3,38.7,9
2025-11-08,230,94,45,51,28,61,55.9,5.4,7,14,2,43.0,7
2025-11-09,268,83,59,61,28,71,42.1,4.5,21,12,2,42.6,4
2025-11-10,276,75,51,53,29,72,37.7,4.9,18,9,2,6.1,8
2025-11-11,267,93,51,75,23,69,50.4,4.3,25,7,3,14.8,4
2025-11-12,284,78,53,56,23,64,42.3,2.3,18,5,3,36.8,6
2025-11-13,266,65,61,63,27,70,27.6,2.9,17,15,4,4.6,5
2025-11-14,273,77,42,56,26,64,41.9,4.0,26,5,3,50.0,8
2025-11-15,252,85,60,58,26,65,45.6,2.2,23,3,3,50.7,1
2025-11-16,276,73,39,64,25,64,38.3,4.3,23,11,3,40.9,3
2025-11-17,279,61,44,60,32,68,26.0,3.2,24,4,2,14.8,1
2025-11-18,257,94,43,53,22,63,57.8,3.1,8,3,2,59.8,5
2025-11-19,246,110,50,62,24,63,67.2,4.3,26,1,1,71.7,10
2025-11-20,261,75,45,57,24,61,41.3,4.0,25,6,2,37.6,4
2025-11-21,253,73,61,64,28,66,34.3,3.1,12,8,4,44.2,4
2025-11-22,277,66,55,70,26,62,30.0,4.8,18,9,2,38.6,9
2025-11-23,260,71,51,69,24,73,33.4,2.3,20,13,3,44.5,9
2025-11-24,279,64,44,48,28,65,32.3,4.2,19,11,4,32.8,6
2025-11-25,244,67,62,28,22,51,38.9,4.2,23,7,4,34.4,8
2025-11-26,255,80,52,81,25,63,39.6,3.2,31,7,1,51.3,3
2025-11-27,256,64,49,64,25,62,30.2,3.9,29,11,4,77.2,10
2025-11-28,272,65,50,62,35,63,27.9,2.1,10,14,5,9.8,12
2025-11-29,237,82,49,52,22,65,46.6,4.5,25,9,1,33.1,8
2025-11-30,264,73,58,38,26,69,38.7,3.3,31,6,2,13.8,0
2025-12-01,263,83,60,39,26,67,46.4,2.9,23,3,5,63.7,4
2025-12-02,273,76,44,55,28,63,41.0,4.7,29,1,3,24.4,8
2025-12-03,269,78,46,60,30,64,40.4,2.7,36,11,1,9.0,5
2025-12-04,254,87,46,76,31,60,46.2,2.0,28,11,1,46.5,10
2025-12-05,234,74,54,61,21,49,41.8,1.8,22,11,3,66.4,8
2025-12-06,257,87,59,66,26,65,45.7,4.2,28,7,1,46.9,4
2025-12-07,249,75,40,54,24,64,42.1,2.1,21,15,2,38.7,6
2025-12-08,250,71,43,54,26,63,38.0,5.4,20,6,3,42.4,3
2025-12-09,257,69,49,44,29,65,35.3,1.2,17,13,5,60.5,5
2025-12-10,281,63,56,47,32,64,28.5,5.4,33,8,3,19.3,4
